Ort	Geo	Datum	Getty	Symbol	Gender
Haigerloch	48.36392,8.807413	1933	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1933	1039436	Vanitas-Symbol	Frau
Haigerloch	48.36392,8.807413	1933	1039436	Magen David	Frau
Jüchen	51.099422,6.498654	1933	1039755	Magen David	beide
Jüchen	51.099422,6.498654	1933	1039755	Magen David	beide
Jüchen-Garzweiler	51.107495,6.506789	1933	4004248	Magen David	unbekannt
Jüchen-Hochneukirch	51.100707,6.434983	1933	1039626	Magen David	beide
Jüchen-Hochneukirch	51.100707,6.434983	1933	1039626	Magen David	Mann
Kempen	51.350149,6.410962	1933	7005171	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1933	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1933	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1933	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1933	7005980	Magen David	Mann
Kusterdingen-Wankheim	48.508472,9.100833	1933	7087635	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1933	7004975	Magen David	beide
Neunkirchen	49.326803,7.170049	1933	1040470	Magen David	Frau
Neuss	51.194797,6.66818	1933	7004978	Magen David	Frau
Oranienburg	52.750548,13.228051	1933	1037432	Magen David	beide
Rommerskirchen-Butzheim	51.043405,6.711562	1933	1040940	Magen David	Frau
Saarbrücken	49.230945,6.974967	1933	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1933	7004454	Magen David	Mann
Saarlouis	49.31859,6.756415	1933	7012686	Magen David	Frau
Saarlouis	49.31859,6.756415	1933	7012686	Magen David	Mann
Saarlouis	49.31859,6.756415	1933	7012686	Magen David	Mann
Saarlouis	49.31859,6.756415	1933	7012686	Magen David	Mann
Saarlouis	49.31859,6.756415	1933	7012686	Magen David	beide
Schiefbahn	51.245282,6.55033	1933	1041092	Magen David	Mann
Schiefbahn	51.245282,6.55033	1933	1041092	Magen David	Mann
St. Wendel	49.480286,7.170312	1933	1041036	Vanitas-Symbol	Frau
Willich	51.261559,6.538827	1933	1041830	Magen David	beide
Bad Münstereifel-Arloff	50.59517,6.800081	1934	7012589	Magen David	Frau
Bornheim	50.75759,6.987414	1934	1038605	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1934	7005951	Magen David	beide
Dillingen-Diefflen	49.369234,6.753313	1934	1038818	Magen David	Mann
Duisburg	51.417611,6.781406	1934	7004923	Magen David	unbekannt
Duisburg	51.415992,6.784957	1934	7004923	Magen David	Frau
Duisburg	51.397456,6.769785	1934	7004923	Magen David	Mann
Duisburg	51.397456,6.769785	1934	7004923	Magen David	Mann
Duisburg	51.397456,6.769785	1934	7004923	Magen David	Mann
Duisburg	51.397456,6.769785	1934	7004923	Magen David	Frau
Duisburg	51.397456,6.769785	1934	7004923	Magen David	Mann
Duisburg-Mattlerbusch	51.523375,6.778669	1934	7004923	Magen David	Mann
Erfurt	50.957207,11.038496	1934	7024031	Magen David	beide
Geseke	51.645134,8.505151	1934	7012478	Magen David	Mann
Haigerloch	48.36392,8.807413	1934	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1934	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1934	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1934	1039436	Magen David	Mann
Hellenthal-Blumenthal	50.489872,6.456034	1934	7213692	Magen David	Frau
Homburg	49.323688,7.348276	1934	7012377	Magen David	Mann
Jüchen-Garzweiler	51.107495,6.506789	1934	4004248	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1934	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1934	7005980	Magen David	Mann
Merzig	49.44632,6.640758	1934	1040322	Magen David	Mann
Merzig	49.44632,6.640758	1934	1040322	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1934	7004975	Magen David	beide
Mönchengladbach	51.188645,6.428684	1934	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1934	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1934	7004975	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1934	7004909	Magen David	Frau
Oranienburg	52.750548,13.228051	1934	1037432	Magen David	Frau
Preußisch Oldendorf	52.297095,8.479326	1934	1040775	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	unbekannt
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1934	7004454	Magen David	Mann
Saarlouis	49.31859,6.756415	1934	7012686	Vanitas-Symbol	Frau
Saarlouis	49.31859,6.756415	1934	7012686	Magen David	Mann
Saarlouis	49.31859,6.756415	1934	7012686	Magen David	Mann
Schiefbahn	51.245282,6.55033	1934	1041092	Magen David	Mann
Schiefbahn	51.245282,6.55033	1934	1041092	Magen David	Mann
Siegburg	50.801352,7.203499	1934	7005104	Priesterhände	unbekannt
Sittard	50.995278,5.879167	1934	1048111	Magen David	Mann
Tholey	49.49018,7.044039	1934	1041416	Magen David	Frau
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Priesterhände	Mann
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1935	7005951	Magen David	beide
Duisburg-Mattlerbusch	51.523375,6.778669	1935	7004923	Magen David	Frau
Duisburg-Mattlerbusch	51.523375,6.778669	1935	7004923	Magen David	Frau
Geldern	51.524202,6.332315	1935	1039217	Magen David	beide
Geseke	51.645134,8.505151	1935	7012478	Magen David	Frau
Haigerloch	48.36392,8.807413	1935	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1935	1039436	Buch	Mann
Haigerloch	48.36392,8.807413	1935	1039436	Magen David	Mann
Hellenthal-Blumenthal	50.489872,6.456034	1935	7213692	Magen David	beide
Hennef	50.768785,7.267189	1935	1039545	Magen David	Mann
Homburg	49.323688,7.348276	1935	7012377	Magen David	Mann
Homburg	49.323688,7.348276	1935	7012377	Magen David	Mann
Homburg	49.323688,7.348276	1935	7012377	Priesterhände	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1935	7005980	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1935	7005980	Magen David	Frau
Krefeld-Hüls	51.378149,6.502892	1935	1039409	Magen David	Frau
Krefeld-Hüls	51.378149,6.502892	1935	1039409	Magen David	beide
Kusterdingen-Wankheim	48.508472,9.100833	1935	7087635	Magen David	Frau
Merzig	49.44632,6.640758	1935	1040322	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1935	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1935	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1935	7004975	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1935	7004909	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1935	7004909	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1935	7004909	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1935	7004909	Priesterhände	beide
Neunkirchen	49.326803,7.170049	1935	1040470	Magen David	Mann
Neunkirchen	49.326803,7.170049	1935	1040470	Magen David	Mann
Neunkirchen	49.326803,7.170049	1935	1040470	Magen David	Mann
Ottweiler	49.405163,7.148328	1935	1040679	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1935	7004454	Magen David	Mann
Saarlouis	49.31859,6.756415	1935	7012686	Magen David	Mann
Schermbeck	51.695296,6.868367	1935	1041089	Magen David	Frau
Schermbeck	51.695296,6.868367	1935	1041089	Magen David	Frau
Schiefbahn	51.245282,6.55033	1935	1041092	Magen David	Frau
Schwalmtal-Waldniel	51.213662,6.268934	1935	1041158	Magen David	Frau
Sondershausen	51.360182,10.869193	1935	1037748	Magen David	Mann
St. Ingbert	49.285286,7.115439	1935	7012691	Magen David	Mann
St. Ingbert	49.285286,7.115439	1935	7012691	Magen David	Mann
St. Ingbert	49.285286,7.115439	1935	7012691	Magen David	Frau
Bornheim	50.75759,6.987414	1936	1038605	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1936	7005951	Krone	Frau
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1936	7005951	Priesterhände	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Levitenkanne	Mann
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1936	7005951	Magen David	beide
Dillingen-Diefflen	49.369234,6.753313	1936	1038818	Magen David	unbekannt
Dillingen-Diefflen	49.369234,6.753313	1936	1038818	Magen David	Mann
Duisburg	51.397456,6.769785	1936	7004923	Magen David	Frau
Duisburg	51.397456,6.769785	1936	7004923	Magen David	Mann
Duisburg-Beeck	51.47468,10.624	1936	1004071	Magen David	Mann
Duisburg-Mattlerbusch	51.523375,6.778669	1936	7004923	Magen David	Frau
Duisburg-Mattlerbusch	51.523375,6.778669	1936	7004923	Magen David	Mann
Grevenbroich	51.090655,6.595415	1936	1039328	Magen David	Mann
Haigerloch	48.36392,8.807413	1936	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1936	1039436	Levitenkanne	Mann
Hellenthal-Blumenthal	50.489872,6.456034	1936	7213692	Magen David	Mann
Jüchen-Garzweiler	51.107495,6.506789	1936	4004248	Magen David	beide
Krefeld-Linn	51.336007,6.632584	1936	1004984	Magen David	Mann
Laupheim	48.231932,9.884036	1936	1040058	Levitenkanne	Mann
Mönchengladbach	51.188645,6.428684	1936	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1936	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1936	7004975	Magen David	Frau
Mönchengladbach-Wickrath	51.133434,6.419183	1936	1041803	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1936	7004909	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1936	7004909	Magen David	Mann
Saarbrücken	49.204385,6.960955	1936	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1936	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1936	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1936	7004454	Magen David	Mann
Sittard	50.995278,5.879167	1936	1048111	Magen David	Mann
Sittard	50.995278,5.879167	1936	1048111	Magen David	beide
Ahaus	52.077701,7.004256	1937	7005987	Magen David	Mann
Ahaus	52.077701,7.004256	1937	7005987	Magen David	Frau
Bornheim	50.75759,6.987414	1937	1038605	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1937	7005951	Magen David	Frau
Duisburg	51.397456,6.769785	1937	7004923	Magen David	Mann
Duisburg	51.397456,6.769785	1937	7004923	Magen David	beide
Duisburg	51.397456,6.769785	1937	7004923	Magen David	Frau
Duisburg	51.397456,6.769785	1937	7004923	Magen David	Frau
Duisburg-Beeck	51.47468,10.624	1937	1004071	Magen David	beide
Duisburg-Mattlerbusch	51.523375,6.778669	1937	7004923	Magen David	Frau
Duisburg-Mattlerbusch	51.523375,6.778669	1937	7004923	Magen David	Frau
Erfurt	50.957207,11.038496	1937	7024031	Magen David	Mann
Geseke	51.645134,8.505151	1937	7012478	Magen David	Mann
Haigerloch	48.36392,8.807413	1937	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1937	1039436	Vanitas-Symbol	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1937	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1937	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1937	7005980	Magen David	Frau
Krefeld-Hüls	51.378149,6.502892	1937	1039409	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1937	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1937	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1937	7004975	Magen David	Mann
Nettetal-Kaldenkirchen	51.314138,6.191697	1937	1040426	Magen David	Mann
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1937	7004454	Magen David	Frau
Sittard	50.995278,5.879167	1937	1048111	Magen David	Frau
Sondershausen	51.360182,10.869193	1937	1037748	Magen David	Frau
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1938	7005951	Magen David	Frau
Duisburg-Mattlerbusch	51.523375,6.778669	1938	7004923	Magen David	unbekannt
Erfurt	50.957207,11.038496	1938	7024031	Magen David	Mann
Haigerloch	48.36392,8.807413	1938	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1938	1039436	Vanitas-Symbol	Mann
Jüchen-Garzweiler	51.107495,6.506789	1938	4004248	Magen David	beide
Merzig	49.44632,6.640758	1938	1040322	Magen David	Mann
Merzig	49.44632,6.640758	1938	1040322	Magen David	Mann
Merzig	49.44632,6.640758	1938	1040322	Magen David	Frau
Mönchengladbach-Rheydt	51.168269,6.436269	1938	7004976	Magen David	beide
Nettetal-Kaldenkirchen	51.314138,6.191697	1938	1040426	Magen David	Frau
Neuss	51.194797,6.66818	1938	7004978	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	beide
Saarbrücken	49.204385,6.960955	1938	7004454	Magen David	beide
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Frau
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1939	7005951	Magen David	beide
Duisburg-Mattlerbusch	51.523375,6.778669	1939	7004923	Magen David	Frau
Geldern	51.524202,6.332315	1939	1039217	Magen David	Frau
Haigerloch	48.36392,8.807413	1939	1039436	Levitenkanne	Mann
Mönchengladbach	51.188645,6.428684	1939	7004975	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1939	7004975	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1939	7004909	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1939	7004909	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1939	7004909	Magen David	Frau
Nettetal-Kaldenkirchen	51.314138,6.191697	1939	1040426	Magen David	Mann
Neuss	51.194797,6.66818	1939	7004978	Magen David	Mann
Saarbrücken	49.204385,6.960955	1939	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1939	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1939	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1939	7004454	Magen David	Mann
Sittard	50.995278,5.879167	1939	1048111	Magen David	Frau
Venlo	51.355532,6.171448	1939	7006853	Magen David	Frau
Chemnitz	50.828331,12.889473	1940	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1940	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1940	7005951	Magen David	beide
Gennep	51.695833,5.967222	1940	7262133	Magen David	Mann
Haigerloch	48.36392,8.807413	1940	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1940	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1940	1039436	Magen David	Frau
Heiligenhaus	51.346014,6.924709	1940	1039517	Magen David	beide
Heiligenhaus	51.346014,6.924709	1940	1039517	Magen David	beide
Heiligenhaus	51.346014,6.924709	1940	1039517	Magen David	beide
Höxter-Fürstenau	51.830314,9.32838	1940	1039055	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1940	7005980	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1940	7005980	Magen David	Mann
Laupheim	48.231932,9.884036	1940	1040058	Schofar	Mann
Mönchengladbach	51.188645,6.428684	1940	7004975	Magen David	Mann
Mönchengladbach-Wickrath	51.133434,6.419183	1940	1041803	Magen David	Frau
Mülheim an der Ruhr	51.429799,6.902738	1940	7004909	Magen David	Mann
Sittard	50.995278,5.879167	1940	1048111	Magen David	Frau
Sittard	50.995278,5.879167	1940	1048111	Magen David	Mann
Viersen	51.252004,6.380435	1940	7005170	Magen David	Frau
Bayreuth	49.934064,11.594224	1941	7004326	Magen David	Mann
Chemnitz	50.828331,12.889473	1941	7005951	Magen David	Mann
Chemnitz	50.828331,12.889473	1941	7005951	Magen David	beide
Dillingen-Diefflen	49.369234,6.753313	1941	1038818	Magen David	Frau
Haigerloch	48.36392,8.807413	1941	1039436	Magen David	Frau
Haigerloch	48.36392,8.807413	1941	1039436	Magen David	Mann
Haigerloch	48.36392,8.807413	1941	1039436	Magen David	Mann
Jüchen	51.099422,6.498654	1941	1039755	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1941	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1941	7005980	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1941	7005980	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1941	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1941	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1941	7004975	Magen David	Frau
Mönchengladbach	51.188645,6.428684	1941	7004975	Magen David	Frau
Nettetal-Kaldenkirchen	51.314138,6.191697	1941	1040426	Magen David	Mann
Neuss	51.194797,6.66818	1941	7004978	Priesterhände	Mann
Sittard	50.995278,5.879167	1941	1048111	Magen David	Mann
Sittard	50.995278,5.879167	1941	1048111	Magen David	unbekannt
Sittard	50.995278,5.879167	1941	1048111	Magen David	Mann
Venlo	51.355532,6.171448	1941	7006853	Magen David	Mann
Bingen	49.962935,7.89771	1942	7012309	Priesterhände	Mann
Chemnitz	50.828331,12.889473	1942	7005951	Magen David	Mann
Haigerloch	48.36392,8.807413	1942	1039436	Vanitas-Symbol	Frau
Jüchen	51.099422,6.498654	1942	1039755	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1942	7005980	Magen David	Mann
Mönchengladbach	51.188645,6.428684	1942	7004975	Magen David	Mann
Siegburg	50.801352,7.203499	1942	7005104	Magen David	unbekannt
Venlo	51.355532,6.171448	1942	7006853	Magen David	Frau
Venlo	51.355532,6.171448	1942	7006853	Magen David	Mann
Viersen	51.252004,6.380435	1942	7005170	Magen David	Mann
Chemnitz	50.828331,12.889473	1943	7005951	Magen David	beide
Chemnitz	50.828331,12.889473	1943	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1943	7005951	Magen David	Mann
Mülheim an der Ruhr	51.429799,6.902738	1943	7004909	Magen David	Mann
Schermbeck	51.695296,6.868367	1943	1041089	Magen David	unbekannt
Sittard	50.995278,5.879167	1943	1048111	Magen David	Mann
Willich	51.261559,6.538827	1943	1041830	Magen David	beide
Chemnitz	50.828331,12.889473	1944	7005951	Priesterhände	beide
Chemnitz	50.828331,12.889473	1944	7005951	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1944	7005951	Magen David	Frau
Neunkirchen	49.326803,7.170049	1944	1040470	Magen David	Mann
Schwalmtal-Waldniel	51.213662,6.268934	1944	1041158	Magen David	beide
Bayreuth	49.934064,11.594224	1945	7004326	Magen David	Frau
Haigerloch	48.36392,8.807413	1945	1039436	Magen David	Mann
Laupheim	48.231932,9.884036	1945	1040058	Magen David	Mann
Laupheim	48.231932,9.884036	1945	1040058	Magen David	Mann
Laupheim	48.231932,9.884036	1945	1040058	Magen David	Mann
Laupheim	48.231932,9.884036	1945	1040058	Magen David	Mann
Laupheim	48.231932,9.884036	1945	1040058	Magen David	Frau
Laupheim	48.231932,9.884036	1945	1040058	Priesterhände	beide
Bayreuth	49.934064,11.594224	1946	7004326	Magen David	Mann
Brühl	50.83361,6.907039	1946	7012417	Magen David	Frau
Chemnitz	50.828331,12.889473	1946	7005951	Magen David	Mann
Laupheim	48.231932,9.884036	1946	1040058	Magen David	beide
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Mann
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1947	7004326	Magen David	unbekannt
Chemnitz	50.828331,12.889473	1947	7005951	Magen David	Mann
Bayreuth	49.934064,11.594224	1948	7004326	Magen David	Frau
Bayreuth	49.934064,11.594224	1948	7004326	Magen David	Frau
Chemnitz	50.828331,12.889473	1948	7005951	Magen David	beide
Duisburg	51.397456,6.769785	1948	7004923	Magen David	Frau
Duisburg-Mattlerbusch	51.523375,6.778669	1948	7004923	Magen David	Mann
Krefeld (neuer Friedhof)	51.317175,6.554954	1948	7005980	Magen David	Mann
Saarbrücken	49.204385,6.960955	1948	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1948	7004454	Magen David	Frau
Saarbrücken	49.204385,6.960955	1948	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1948	7004454	Magen David	beide
Venlo	51.355532,6.171448	1948	7006853	Magen David	beide
Bayreuth	49.934064,11.594224	1949	7004326	Magen David	Mann
Chemnitz	50.828331,12.889473	1949	7005951	Magen David	Mann
Geldern	51.524202,6.332315	1949	1039217	Magen David	beide
Krefeld (neuer Friedhof)	51.317175,6.554954	1949	7005980	Magen David	Mann
Bayreuth	49.934064,11.594224	1950	7004326	Magen David	Frau
Saarbrücken	49.204385,6.960955	1950	7004454	Magen David	Mann
Saarbrücken	49.204385,6.960955	1950	7004454	Magen David	unbekannt
Mönchengladbach	51.188645,6.428684	1951	7004975	Magen David	beide
Mülheim an der Ruhr	51.429799,6.902738	1951	7004909	Magen David	Frau
Krefeld (neuer Friedhof)	51.317175,6.554954	1952	7005980	Magen David	Frau
